date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:16:27	41552/41552	---MCZ	200	added ('OK')	text/css	etag:W/%2235a0f5a-a250-6289c41f69b54-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/css/font-awesome.css	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/css/font-awesome.css	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:28	87889/87889	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:26%20GMT	https://mannatstudio.com/html/logzee/v3/index.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/index.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:28	2803/2803	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22358060b-af3-6289c0c25ea45-br%22	https://mannatstudio.com/html/logzee/v3/assets/images/logo_footer.svg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/logo_footer.svg	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:29	6169/6169	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223580617-1819-6289c0c878349-br%22	https://mannatstudio.com/html/logzee/v3/assets/images/us.svg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/us.svg	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:31	89894/89894	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:17%20GMT	https://mannatstudio.com/html/logzee/v3/index-2.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/index-2.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:32	80738/80738	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:18%20GMT	https://mannatstudio.com/html/logzee/v3/index-4.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/index-4.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:32	80914/80914	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:19%20GMT	https://mannatstudio.com/html/logzee/v3/index-5.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/index-5.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:34	73489/73489	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:20%20GMT	https://mannatstudio.com/html/logzee/v3/index-6.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/index-6.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:35	56019/56019	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:28%20GMT	https://mannatstudio.com/html/logzee/v3/about-us.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/about-us.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:36	50614/50614	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:25%20GMT	https://mannatstudio.com/html/logzee/v3/services.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/services.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:37	90276/90276	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:24%20GMT	https://mannatstudio.com/html/logzee/v3/shortcodes-element.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/shortcodes-element.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:38	47125/47125	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:20%20GMT	https://mannatstudio.com/html/logzee/v3/typography.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/typography.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:39	39608/39608	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:21%20GMT	https://mannatstudio.com/html/logzee/v3/request-page.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/request-page.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:40	37928/37928	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:23%20GMT	https://mannatstudio.com/html/logzee/v3/pricing-plan.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/pricing-plan.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:41	31053/31053	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:28%20GMT	https://mannatstudio.com/html/logzee/v3/404-page.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/404-page.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:42	39679/39679	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:23%20GMT	https://mannatstudio.com/html/logzee/v3/project-grid.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/project-grid.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:43	38801/38801	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:22%20GMT	https://mannatstudio.com/html/logzee/v3/project-masonary.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/project-masonary.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:44	37438/37438	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:21%20GMT	https://mannatstudio.com/html/logzee/v3/project-single.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/project-single.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:45	44672/44672	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:26%20GMT	https://mannatstudio.com/html/logzee/v3/blog-list.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/blog-list.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:46	46943/46943	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:17%20GMT	https://mannatstudio.com/html/logzee/v3/blog-standard.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/blog-standard.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:47	38171/38171	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:27%20GMT	https://mannatstudio.com/html/logzee/v3/blog-grid.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/blog-grid.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:48	54109/54109	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:15%20GMT	https://mannatstudio.com/html/logzee/v3/blog-single.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/blog-single.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:49	37299/37299	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:19%20GMT	https://mannatstudio.com/html/logzee/v3/contact-us.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/contact-us.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:50	37125/37125	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:15%20GMT	https://mannatstudio.com/html/logzee/v3/contact-us-option.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/contact-us-option.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:51	204360/204360	---M--	200	added ('OK')	image/jpeg	etag:%2235805dd-31e48-6289c0a788d60%22	https://mannatstudio.com/html/logzee/v3/assets/images/banner_slider.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/banner_slider.jpg	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:52	2203/2203	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Aug%202025%2011:16:52%20GMT	https://mannatstudio.com/html/logzee/v3/rev-slider/assets/images/datcolor-100x50.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/rev-slider/assets/images/datcolor-100x50.jpg	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:52	119295/119295	---M--	200	added ('OK')	image/jpeg	etag:%2235805de-1d1ff-6289c0a879909%22	https://mannatstudio.com/html/logzee/v3/assets/images/banner_slider_2.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/banner_slider_2.jpg	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:54	46460/46460	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202024%2014:01:25%20GMT	https://mannatstudio.com/html/logzee/v3/service-details.html	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/service-details.html	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:54	53871/53871	---M--	200	added ('OK')	image/jpeg	etag:%223580601-d26f-6289c0bcf26c2%22	https://mannatstudio.com/html/logzee/v3/assets/images/icon-box-1.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/icon-box-1.jpg	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:55	44307/44307	---M--	200	added ('OK')	image/jpeg	etag:%223580602-ad13-6289c0bdc9841%22	https://mannatstudio.com/html/logzee/v3/assets/images/icon-box-2.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/icon-box-2.jpg	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:56	47892/47892	---M--	200	added ('OK')	image/jpeg	etag:%223580603-bb14-6289c0be15ef1%22	https://mannatstudio.com/html/logzee/v3/assets/images/icon-box-3.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/icon-box-3.jpg	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:57	64490/64490	---M--	200	added ('OK')	image/png	etag:%2235805fa-fbea-6289c0b992a17%22	https://mannatstudio.com/html/logzee/v3/assets/images/business-man.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/business-man.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:58	31125/31125	---M--	200	added ('OK')	image/png	etag:%223580600-7995-6289c0bcc0dc5%22	https://mannatstudio.com/html/logzee/v3/assets/images/forklift_Image.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/forklift_Image.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:16:59	50440/50440	---M--	200	added ('OK')	image/png	etag:%2235805db-c508-6289c0a63dc5d%22	https://mannatstudio.com/html/logzee/v3/assets/images/about_img.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/about_img.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:00	14515/14515	---M--	200	added ('OK')	image/jpeg	etag:%223580613-38b3-6289c0c657838%22	https://mannatstudio.com/html/logzee/v3/assets/images/team_1.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/team_1.jpg	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:01	15233/15233	---M--	200	added ('OK')	image/jpeg	etag:%223580614-3b81-6289c0c7362cf%22	https://mannatstudio.com/html/logzee/v3/assets/images/team_2.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/team_2.jpg	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:02	16099/16099	---M--	200	added ('OK')	image/jpeg	etag:%223580615-3ee3-6289c0c76ed15%22	https://mannatstudio.com/html/logzee/v3/assets/images/team_3.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/team_3.jpg	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:03	44085/44085	---M--	200	added ('OK')	image/jpeg	etag:%2235805ee-ac35-6289c0b267225%22	https://mannatstudio.com/html/logzee/v3/assets/images/blog_img_1.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/blog_img_1.jpg	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:04	93808/93808	---M--	200	added ('OK')	image/jpeg	etag:%2235805f0-16e70-6289c0b39bbc6%22	https://mannatstudio.com/html/logzee/v3/assets/images/blog_img_2.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/blog_img_2.jpg	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:05	25417/25417	---M--	200	added ('OK')	image/jpeg	etag:%2235805f1-6349-6289c0b3f517f%22	https://mannatstudio.com/html/logzee/v3/assets/images/blog_img_3.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/blog_img_3.jpg	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:06	2876/2876	---M--	200	added ('OK')	image/png	etag:%2235a0539-b3c-6289c0e80ca47%22	https://mannatstudio.com/html/logzee/v3/assets/images/clients/client1.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/clients/client1.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:07	2372/2372	---M--	200	added ('OK')	image/png	etag:%2235a053a-944-6289c0e833f33%22	https://mannatstudio.com/html/logzee/v3/assets/images/clients/client2.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/clients/client2.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:08	3118/3118	---M--	200	added ('OK')	image/png	etag:%2235a053b-c2e-6289c0e8e0ce5%22	https://mannatstudio.com/html/logzee/v3/assets/images/clients/client3.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/clients/client3.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:09	2634/2634	---M--	200	added ('OK')	image/png	etag:%2235a053c-a4a-6289c0e905ea9%22	https://mannatstudio.com/html/logzee/v3/assets/images/clients/client4.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/clients/client4.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:10	2919/2919	---M--	200	added ('OK')	image/png	etag:%2235a053d-b67-6289c0e9c071d%22	https://mannatstudio.com/html/logzee/v3/assets/images/clients/client5.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/clients/client5.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:11	4031/4031	---M--	200	added ('OK')	image/png	etag:%2235a053e-fbf-6289c0e9dfb20%22	https://mannatstudio.com/html/logzee/v3/assets/images/clients/client6.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/clients/client6.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:12	29405/29405	---M--	200	added ('OK')	image/jpeg	etag:%223580611-72dd-6289c0c583982%22	https://mannatstudio.com/html/logzee/v3/assets/images/post_thumb_1.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/post_thumb_1.jpg	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:13	31226/31226	---M--	200	added ('OK')	image/jpeg	etag:%223580612-79fa-6289c0c6725eb%22	https://mannatstudio.com/html/logzee/v3/assets/images/post_thumb_2.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/post_thumb_2.jpg	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:15	391/391	---MCZ	200	added ('OK')	text/css	etag:W/%223580634-187-6289c0e184f7e-br%22	https://mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_1.css	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_1.css	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:16	2060/2060	---M--	200	added ('OK')	image/png	etag:%2235805cb-80c-6289c09ba934f%22	https://mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_1.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_1.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:16	431/431	---MCZ	200	added ('OK')	text/css	etag:W/%223580635-1af-6289c0e25dc55-br%22	https://mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_2.css	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_2.css	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:17	2184/2184	---M--	200	added ('OK')	image/png	etag:%2235805cd-888-6289c09c7c64d%22	https://mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_2.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_2.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:18	395/395	---MCZ	200	added ('OK')	text/css	etag:W/%223580636-18b-6289c0e27208f-br%22	https://mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_3.css	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_3.css	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:19	2194/2194	---M--	200	added ('OK')	image/png	etag:%2235805ce-892-6289c09caf2d3%22	https://mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_3.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_3.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:20	391/391	---MCZ	200	added ('OK')	text/css	etag:W/%223580637-187-6289c0e33b74c-br%22	https://mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_4.css	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_4.css	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:21	2217/2217	---M--	200	added ('OK')	image/png	etag:%2235805cf-8a9-6289c09d5cc3d%22	https://mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_4.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_4.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:22	392/392	---MCZ	200	added ('OK')	text/css	etag:W/%223580638-188-6289c0e346afe-br%22	https://mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_5.css	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_5.css	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:23	2135/2135	---M--	200	added ('OK')	image/png	etag:%2235805d0-857-6289c09d975c3%22	https://mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_5.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_5.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:24	392/392	---MCZ	200	added ('OK')	text/css	etag:W/%223580639-188-6289c0e40ea4b-br%22	https://mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_6.css	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_6.css	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:25	2208/2208	---M--	200	added ('OK')	image/png	etag:%2235805d1-8a0-6289c09e3babc%22	https://mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_6.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_6.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:26	392/392	---MCZ	200	added ('OK')	text/css	etag:W/%22358063a-188-6289c0e42614d-br%22	https://mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_7.css	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_7.css	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:27	2240/2240	---M--	200	added ('OK')	image/png	etag:%2235805d2-8c0-6289c09e7c9d3%22	https://mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_7.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_7.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:28	394/394	---MCZ	200	added ('OK')	text/css	etag:W/%22358063b-18a-6289c0e4e4459-br%22	https://mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_8.css	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_8.css	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:29	2153/2153	---M--	200	added ('OK')	image/png	etag:%2235805d3-869-6289c09f0da33%22	https://mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_8.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_8.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:30	392/392	---MCZ	200	added ('OK')	text/css	etag:W/%22358063c-188-6289c0e50402d-br%22	https://mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_9.css	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_9.css	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:31	2273/2273	---M--	200	added ('OK')	image/png	etag:%2235805d4-8e1-6289c09f5db7b%22	https://mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_9.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_9.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:32	392/392	---MCZ	200	added ('OK')	text/css	etag:W/%223580633-188-6289c0e191e87-br%22	https://mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_10.css	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/css/themes/color_shade_10.css	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:33	1947/1947	---M--	200	added ('OK')	image/png	etag:%2235805cc-79b-6289c09bcbe03%22	https://mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_10.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/color-theme/color_theme_10.png	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:35	87532/87532	---MCZ	200	added ('OK')	text/javascript	etag:W/%22358061d-155ec-6289c0cd44053-br%22	https://mannatstudio.com/html/logzee/v3/assets/js/jquery.min.js	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/js/jquery.min.js	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:36	13864/13864	---MCZ	200	added ('OK')	text/javascript	etag:W/%223580627-3628-6289c0d50f306-br%22	https://mannatstudio.com/html/logzee/v3/assets/twitter/jquery.tweet.js	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/twitter/jquery.tweet.js	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:37	523985/523985	---MCZ	200	added ('OK')	text/javascript	etag:W/%22358061e-7fed1-6289c0ceb23da-br%22	https://mannatstudio.com/html/logzee/v3/assets/js/theme-plugins.min.js	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/js/theme-plugins.min.js	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
